label|text
-1|Birth Control weight gain spot severe mood swing muscle soreness m depo currently wait shot wear go lb lb shot begin experience ton spot brown black blood gross extremely interested have sex constant bleeding create barrier luckily boyfriend understanding didn t mind crazy mood swing d angry small thing minute later d start cry uncontrollably reason neck give lot problem read depo cause muscle soreness overall d drug need take market immediately especially read review site
-1|birth control take shot depro take haldol prozac gain question drug interaction gain weight take depro hate wt gain lose yr starve exercise stuff nightmare pill depro yr gain wt thank god
-1|breast feeding body ache headache mood setting find stress note decide come m scared cause ve heat flash idea switch birth control maybe time m mommy beautiful baby girl plan wait nan
-1|birth control reduce symptom rare light spot cramp weight gain decrease ability arouse stay arouse harsh effect go shot start birth control reduce eliminate horrible cramping attract concept shot month shoot period start get light eventually stop cramping wonderful plus shot notice decrease sex drive start lubrication halfway intercourse dry eventually end completely lose desire sex gain pound mainly occasional heighten appetite wait month receive shot little break shot period week spot entire month sex drive non existent poor boyfriend suffer finally decide receive shot suppose late august month later thankfully sex drive pre depo develop pregnancy symptom lightheade nausea tender breast etc month didn t receive period late october last month old blood new blood week december period day day christma period day period s heavy m bleed dry blood new blood recommend enemy
1|remember pill love start take depo ve gain pound right place boob big butt rounder thigh thick boyfriend love haven t experience moodiness spot time shot lvoe have deal period try remember pill time everyday try ring cause yeast infection
1|migraine minor insomnia tiredness day everyday hour sleep random headache aren t migraine lower concentration level night sweat slow weight loss lose pound start take decrease appetite nt wake quickly morning decrease migraine day week well sleep
-1|crohns swell finger pad foot cripple random swelling arm leg ankle wrist swell travel peak day interval occasional intestinal bleed crohns year lack daily typical crohns symptom bleed large volume blood time physical emotional stress work month take imuran doctor tell humira month imuran start experience random swelling similar reaction x worse crippling remicade stop breathe remicade infusion doctor decide stop injection fear similar reaction occur
-1|Crohn hair loss vomiting infection hard cold flu decrease heal ability high dose maybe s bad doctor actually know use didn t unfortunately gastroenterology field people don t want understandably constantly stick finger people s rectum etc difficult find good gi doctor
-1|pain life go drug practically kill doctor mg Kadian mg tablet oxycodone day mg Skelaxin mg tablet Klonopin pretty sleep extremely addictive way easy undo capsule extra pellet body continually crave way addicted short time stuff month finally go detox center day take month later finally drive walk eat normally sleep psychiatric doctor say probably week normal awful get stuff place good care thing feel well get home major detox hallucinate throw include water taste like cigarette ashe stress drug
-1|Bipolar Disorder negative dry mouth decrease appetite weight loss lbs light headedness blackout vertigo vomit diarrhea complete total loss libido slow verbalization memory impairment extreme hand tremor heart palpitation hair loss drug induce acne blur vision increase irritability period fever sweating chill tremor nausea vomit positive significantly severe mood swing additional medication vyvanse straterra lamictal start lithium lbs lose lbs week m unfortunately take daily m experience severe effect report high lithium toxic level mother refuse acknowledge contradict reporting doctor mention drug induce acne refer prior take lithium capable go day have wash face special cleanser d maybe pimple month month lithium start wash face time day multiple cleanser large inflamed acne mark pimple despite attempt achieve purchase eyeglass try correct vision problem have ineffective regard memory impairment gpa student test take ability po
